lineup,poss_total,PM_p40,plus_minus,net_rtg,minutes,o_poss,d_poss,pts_for,pts_against,o_eFG%,o_TOV%,o_orbR,o_ftaR,off_rtg,d_eFG%,d_TOV%,d_orbR,d_ftaR,def_rtg,rel_PM_p40,rel_off_rtg,rel_def_rtg,rel_net_rtg,team_minutes,team_plus_minus,team_pts_for,team_pts_against,team_o_poss,team_d_poss,team_poss_total,team_off_rtg,team_def_rtg,team_net_rtg,team_PM_p40
AM-AC-ZO-KJ-PR,4.0,115.663,4,200.0,1.383,2.0,2.0,4,0,1.0,0.0,0.0,0.0,200.0,0.0,1.0,0.0,0.0,0.0,106.663,83.458,-94.258,177.716,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
JL-AM-IK-PR-CH,4.0,0.0,0,0.0,1.383,2.0,2.0,2,2,0.5,0.0,0.0,0.0,100.0,1.0,0.5,0.0,0.0,100.0,-9.0,-16.542,5.742,-22.284,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
JL-AM-AC-MH-PR,1.66,-30.769,-1,-107.558,1.3,0.8,0.86,1,2,0.0,0.0,0.0,0.0,125.0,0.333,0.0,2.326,0.0,232.558,-39.769,8.458,138.3,-129.842,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
JL-AM-AC-KJ-PR,5.2,128.342,4,68.75,1.247,3.2,2.0,7,3,1.0,0.0,0.0,1.5,218.75,0.75,0.0,0.0,0.0,150.0,119.342,102.208,55.742,46.466,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
AM-AC-ZO-MH-CH,3.4,37.5,1,41.667,1.067,2.4,1.0,1,0,0.0,0.0,0.0,0.5,41.667,0.0,1.0,0.0,0.0,0.0,28.5,-74.875,-94.258,19.383,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
JL-AC-ZO-KJ-CH,3.2,51.064,1,-63.636,0.783,2.2,1.0,3,2,0.0,0.0,0.0,3.0,136.364,1.0,0.0,0.0,0.0,200.0,42.064,19.822,105.742,-85.92,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
AC-IK-ZO-MH-PR,2.93,-104.348,-2,-200.0,0.767,1.93,1.0,0,2,0.0,0.0,0.518,0.0,0.0,1.0,0.0,0.0,0.0,200.0,-113.348,-116.542,105.742,-222.284,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
JL-AC-ZO-KJ-MH,0.93,0.0,0,-0.0,0.6,-0.07,1.0,0,0,0.0,-0.0,-14.286,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-116.542,-94.258,-22.284,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
JL-AM-AC-PR-CH,0.0,0.0,0,0.0,0.05,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-116.542,-94.258,-22.284,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
AM-IK-ZO-MH-CH,1.0,-2400.0,-2,-200.0,0.033,0.0,1.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.0,-2409.0,-116.542,105.742,-222.284,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
