Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
21,Oklahoma State,Big 12,,19,9,71.0,62.3,8.79,,14.13,,10.19,12.73,22.92,75.07,40.20,34.87
22,Texas,Big 12,,21,10,68.9,62.6,6.26,,16.33,,8.58,14.01,22.58,75.44,41.58,33.86
23,Iowa State,Big 12,,17,11,77.0,71.4,5.57,,16.97,,17.83,4.71,22.54,85.24,51.70,33.54
24,West Virginia,Big 12,,22,7,72.3,66.0,6.31,,15.49,,11.96,9.84,21.80,78.60,45.78,32.82
25,Kentucky,SEC,,18,9,73.0,66.4,6.52,,14.61,,12.23,8.90,21.13,81.88,49.02,32.85
26,Arkansas,SEC,,19,9,82.3,73.8,8.54,,12.48,,22.18,-1.17,21.01,86.54,54.42,32.12
27,Michigan State,Big Ten,,15,9,75.2,68.8,6.42,,14.32,,12.97,7.76,20.74,83.20,52.23,30.96
28,Washington State,Pac-12,,12,12,63.2,63.4,-0.21,,20.60,,8.24,12.16,20.39,72.13,42.01,30.12
29,Gonzaga,WCC,,23,4,71.0,55.2,15.78,,4.46,,7.64,12.60,20.24,71.28,40.89,30.39
30,Georgia Tech,ACC,,17,9,65.6,61.6,4.04,,16.14,,6.51,13.67,20.18,80.00,48.02,31.98
31,Missouri State,MVC,,23,3,70.2,57.2,13.04,,8.64,,8.01,11.71,19.72,72.96,43.40,29.56
32,Virginia Tech,ACC,,15,10,72.0,66.0,6.04,,13.40,,12.10,7.34,19.44,81.41,51.57,29.85
33,Colorado,Pac-12,,12,11,64.7,61.2,3.48,,15.96,,7.18,11.19,18.37,67.53,41.70,25.82
34,North Carolina,ACC,,13,11,74.7,67.3,7.38,,10.45,,13.21,4.62,17.82,79.04,51.23,27.81
35,Syracuse,ACC,,15,9,71.9,68.1,3.83,,15.93,,12.26,5.45,17.72,76.01,50.29,25.72
36,South Florida,AAC,,19,4,65.4,55.4,10.00,,7.67,,5.16,12.51,17.67,75.02,45.88,29.15
37,Stephen F. Austin,Southland,,24,3,80.2,51.0,29.19,,-9.90,,10.69,6.89,17.59,67.74,40.13,27.60
38,Alabama,SEC,,17,10,74.6,71.2,3.41,,13.55,,13.84,3.12,16.96,84.05,56.26,27.78
39,Mississippi,SEC,,15,12,69.6,62.7,6.81,,10.02,,7.83,9.00,16.84,67.73,42.12,25.61
40,Marquette,Big East,,19,7,70.5,61.7,8.77,,8.03,,9.24,7.56,16.80,79.53,53.81,25.72
41,Nebraska,Big Ten,,13,13,69.6,70.1,-0.46,,16.52,,9.46,6.52,15.98,80.77,56.15,24.62
42,Missouri,SEC,,9,13,73.1,69.5,3.68,,12.29,,11.48,4.49,15.97,79.17,54.30,24.87
43,South Dakota,Summit,,19,6,74.2,59.3,14.88,,2.34,,6.85,8.90,15.75,72.84,47.46,25.38
44,Mississippi State,SEC,,10,9,72.4,67.6,4.84,,10.85,,11.51,4.18,15.69,75.45,50.16,25.30
45,Florida State,ACC,,10,9,65.3,65.8,-0.53,,15.91,,6.44,8.95,15.39,73.37,49.59,23.78
46,UCF,AAC,,16,5,57.7,50.5,7.24,,8.03,,-2.37,17.64,15.27,66.38,40.32,26.06
47,Brigham Young,WCC,,19,6,68.4,59.2,9.20,,5.98,,5.53,9.65,15.18,65.45,42.80,22.66
48,Notre Dame,ACC,,10,10,70.0,70.5,-0.50,,15.41,,10.49,4.42,14.91,78.93,55.07,23.86
49,Wake Forest,ACC,,12,13,66.4,68.5,-2.08,,16.78,,7.29,7.41,14.70,78.24,54.86,23.38
50,Southern California,Pac-12,,11,12,63.6,68.9,-5.26,,19.73,,9.87,4.61,14.47,71.93,49.94,21.99
51,Washington,Pac-12,,7,14,58.8,64.9,-6.14,,20.08,,3.93,10.01,13.94,64.77,43.45,21.32
52,Oklahoma,Big 12,,12,12,73.5,75.1,-1.58,,15.46,,14.13,-0.25,13.88,80.10,57.83,22.28
53,Florida Gulf Coast,A-Sun,,26,3,81.6,59.6,22.03,,-6.77,,11.10,2.76,13.86,69.96,47.54,22.43
54,Louisiana State,SEC,,9,13,60.2,63.5,-3.32,,17.08,,2.05,11.71,13.76,64.48,42.32,22.16
55,Drake,MVC,,18,12,76.4,69.6,6.83,,6.71,,13.89,-0.36,13.54,78.80,57.49,21.31
56,South Dakota State,Summit,,21,4,69.8,60.8,9.08,,4.39,,5.05,8.42,13.47,72.21,49.84,22.37
57,Arizona State,Pac-12,,12,12,54.0,56.7,-2.71,,16.06,,-3.32,16.67,13.35,58.05,38.91,19.14
58,Seton Hall,Big East,,14,7,76.7,66.7,10.00,,3.18,,14.35,-1.16,13.18,81.56,62.45,19.12
59,Duke,ACC,,3,1,74.5,60.0,14.50,,-1.61,,7.67,5.22,12.90,78.71,55.37,23.34
60,Miami (FL),ACC,,11,11,66.0,66.9,-0.82,,13.29,,5.46,7.02,12.47,74.27,53.97,20.30
61,Penn State,Big Ten,,9,15,72.5,76.0,-3.54,,15.94,,12.87,-0.47,12.40,79.20,59.50,19.71
62,IU Indy,Horizon,,15,5,70.1,57.3,12.85,,-0.54,,5.09,7.21,12.31,76.01,55.55,20.46
63,Clemson,ACC,,12,14,70.7,68.8,1.85,,10.42,,9.68,2.59,12.27,74.23,54.00,20.22
64,Tulane,AAC,,18,9,68.7,61.0,7.78,,4.34,,7.00,5.12,12.12,73.67,51.68,21.99
65,Houston,AAC,,17,8,66.5,61.7,4.80,,7.07,,5.80,6.07,11.87,64.99,44.88,20.11
66,Rice,CUSA,,23,4,69.9,58.9,11.04,,0.76,,4.19,7.61,11.80,71.28,49.41,21.87
67,DePaul,Big East,,14,10,81.5,78.4,3.17,,8.62,,21.28,-9.49,11.78,80.78,62.74,18.04
68,New Mexico,MWC,,15,5,81.2,68.5,12.70,,-0.61,,12.60,-1.32,11.28,61.02,48.18,12.84
69,Utah,Pac-12,,5,16,60.2,70.9,-10.71,,21.69,,6.65,4.33,10.97,67.21,50.87,16.34
70,Florida,SEC,,12,14,72.0,70.2,1.77,,9.11,,9.46,1.42,10.88,73.67,54.23,19.44
71,Bucknell,Patriot,,9,1,70.6,55.5,15.10,,-4.32,,2.98,7.80,10.78,81.64,65.23,16.41
72,Northern Iowa,MVC,,17,13,69.2,64.9,4.30,,6.45,,6.88,3.88,10.75,72.94,54.51,18.43
73,Bowling Green State,MAC,,21,8,73.3,64.7,8.69,,1.92,,7.15,3.46,10.61,75.90,58.31,17.59
74,Villanova,Big East,,17,7,70.9,66.5,4.46,,6.14,,7.65,2.94,10.59,77.60,60.81,16.79
75,Boston College,ACC,,7,12,68.2,70.8,-2.68,,13.14,,8.57,1.89,10.46,75.53,58.69,16.84
76,Illinois State,MVC,,15,9,68.3,60.2,8.13,,3.61,,3.43,6.70,10.13,69.41,52.76,16.65
77,Purdue,Big Ten,,7,16,66.2,73.5,-7.26,,17.24,,5.53,4.45,9.98,74.49,58.51,15.98
78,Kansas State,Big 12,,9,18,63.0,67.1,-4.04,,14.01,,2.73,7.24,9.97,68.32,51.85,16.47
79,Fresno State,MWC,,17,11,77.8,70.6,7.11,,2.73,,13.41,-3.57,9.84,64.23,50.61,13.62
80,Kansas,Big 12,,7,18,70.4,73.4,-3.04,,12.84,,9.80,0.00,9.80,71.64,54.84,16.81
81,Belmont,OVC,,21,6,69.4,58.6,10.78,,-1.27,,3.40,6.11,9.51,74.51,55.84,18.67
82,Milwaukee,Horizon,,20,8,64.1,55.7,8.39,,0.79,,-1.06,10.24,9.19,69.76,53.40,16.36
83,Bradley,MVC,,17,12,70.7,65.3,5.38,,5.25,,7.33,1.68,9.00,72.89,58.23,14.66
84,Creighton,Big East,,10,12,62.1,64.6,-2.45,,11.07,,0.97,7.65,8.62,72.44,59.09,13.35
85,Colorado State,MWC,,15,6,77.6,66.5,11.14,,0.85,,7.56,0.92,8.48,50.15,40.18,9.97
86,TCU,Big 12,,10,15,68.0,73.1,-5.12,,13.49,,7.22,1.15,8.37,67.46,52.00,15.47
87,UC Davis,Big West,,13,3,64.5,56.8,7.75,,0.46,,-0.98,9.20,8.21,58.96,44.47,14.49
88,Wright State,Horizon,,19,8,62.8,56.0,6.81,,1.39,,-1.74,9.94,8.20,69.18,53.97,15.21
89,Texas Tech,Big 12,,10,15,71.3,73.8,-2.56,,12.36,,10.14,-2.33,7.82,69.70,55.56,14.13
90,Delaware,CAA,,24,5,74.5,62.3,12.17,,-2.90,,7.30,0.38,7.68,69.91,56.25,13.66
91,Tennessee-Martin,OVC,,22,6,68.8,60.7,8.07,,-0.65,,3.59,3.83,7.42,73.24,57.45,15.79
92,Central Michigan,MAC,,18,9,77.7,74.3,3.37,,3.88,,11.17,-3.92,7.25,82.91,69.67,13.24
93,Minnesota,Big Ten,,8,13,68.7,78.7,-10.00,,17.20,,8.06,-0.87,7.20,77.26,64.27,12.99
94,Idaho State,Big Sky,,22,4,71.8,59.3,12.46,,-4.19,,1.87,5.27,7.14,58.77,44.37,14.39
95,Ohio,MAC,,15,10,77.6,73.4,4.16,,2.69,,10.81,-3.97,6.85,75.54,63.14,12.39
96,Saint Louis,A-10,,14,5,65.6,60.7,4.89,,1.95,,0.41,6.43,6.85,70.92,57.72,13.20
97,Pittsburgh,ACC,,5,14,65.4,72.3,-6.84,,13.33,,5.19,1.31,6.49,70.22,58.47,11.75
98,San Francisco,WCC,,16,11,71.9,69.0,2.89,,4.89,,7.84,-1.49,6.35,60.44,50.19,10.26
99,California Baptist,WAC,,26,1,77.8,61.9,15.93,,-8.09,,7.92,-2.01,5.91,53.85,43.27,10.58
100,Dayton,A-10,,14,5,66.7,58.4,8.32,,-2.55,,1.17,4.60,5.76,71.88,60.28,11.61
101,Wyoming,MWC,,14,10,61.2,57.8,3.38,,2.32,,-5.10,10.80,5.69,52.79,46.08,6.71
102,Illinois,Big Ten,,5,18,59.6,70.0,-10.48,,16.02,,0.10,5.44,5.54,64.35,53.06,11.29
103,San Diego,WCC,,12,7,65.5,59.5,6.00,,1.54,,-0.83,6.38,5.54,,,
104,Wisconsin,Big Ten,,5,19,63.1,75.8,-12.67,,17.93,,3.24,2.02,5.26,70.97,61.68,9.29
105,Green Bay,Horizon,,15,7,64.9,59.5,5.41,,-0.21,,-0.48,5.68,5.20,74.24,63.05,11.18
106,Massachusetts,A-10,,16,8,71.7,66.1,5.58,,-0.43,,6.80,-1.64,5.16,74.45,64.53,9.92
107,Nevada-Las Vegas,MWC,,15,9,70.1,68.0,2.13,,2.85,,5.50,-0.52,4.98,54.50,47.63,6.87
108,Buffalo,MAC,,15,9,73.8,69.2,4.63,,0.10,,6.20,-1.48,4.72,74.67,65.12,9.55
109,Pacific,WCC,,11,11,68.2,69.7,-1.55,,6.20,,5.82,-1.17,4.65,52.63,45.58,7.05
110,North Dakota State,Summit,,15,9,69.4,66.4,3.04,,1.58,,2.15,2.48,4.62,67.17,57.29,9.88
111,Auburn,SEC,,5,19,65.2,72.3,-7.13,,11.71,,3.52,1.07,4.59,65.85,54.93,10.92
112,Middle Tennessee,CUSA,,17,8,74.0,70.3,3.72,,0.40,,6.91,-2.79,4.12,70.29,59.54,10.75
113,Charlotte,CUSA,,10,12,75.5,72.9,2.68,,1.35,,9.69,-5.66,4.03,68.64,58.11,10.54
114,Valparaiso,MVC,,12,13,64.3,64.8,-0.52,,4.39,,1.15,2.72,3.87,66.13,57.95,8.19
115,Lehigh,Patriot,,10,6,71.0,67.3,3.69,,0.12,,7.70,-3.89,3.81,79.03,73.21,5.82
116,Northern Kentucky,Horizon,,8,11,65.0,64.3,0.68,,3.04,,2.07,1.66,3.73,70.43,62.04,8.39
117,Montana State,Big Sky,,17,7,72.0,63.4,8.67,,-5.09,,2.97,0.60,3.58,62.58,53.58,8.99
118,Santa Clara,WCC,,14,11,65.4,65.4,0.00,,2.83,,1.27,1.56,2.83,56.36,51.08,5.28
119,Virginia Commonwealth,A-10,,16,11,63.9,62.4,1.52,,1.08,,-0.19,2.78,2.59,68.41,61.32,7.09
120,St. John's (NY),Big East,,8,15,63.1,67.8,-4.70,,7.18,,0.27,2.21,2.48,68.89,63.88,5.01
121,Eastern Michigan,MAC,,10,10,64.1,62.2,1.85,,0.58,,-3.07,5.50,2.43,60.90,54.09,6.80
122,Boise State,MWC,,14,9,69.3,64.5,4.83,,-0.52,,2.36,0.03,2.39,44.47,42.62,1.86
123,Northern Illinois,MAC,,12,12,73.3,73.5,-0.21,,2.56,,6.38,-4.02,2.36,73.21,67.11,6.11
124,Temple,AAC,,11,11,62.0,66.9,-4.91,,7.03,,1.08,1.03,2.12,62.95,55.18,7.77
125,Troy,Sun Belt,,22,6,86.0,72.6,13.36,,-8.74,,13.13,-11.06,2.07,59.72,51.94,7.78
126,North Texas,CUSA,,13,7,69.3,66.3,3.05,,-1.06,,4.52,-2.53,1.99,63.62,55.52,8.10
127,Rhode Island,A-10,,11,8,62.8,59.1,3.79,,-1.81,,-2.86,4.84,1.98,72.62,66.30,6.32
128,Cincinnati,AAC,,8,16,61.8,66.4,-4.63,,6.54,,0.76,1.16,1.92,65.70,59.00,6.70
129,Old Dominion,CUSA,,13,11,71.4,68.7,2.71,,-0.80,,4.51,-2.60,1.91,66.55,58.27,8.28
130,Fordham,A-10,,12,6,61.8,57.4,4.39,,-2.56,,-2.88,4.71,1.83,71.58,64.17,7.41
131,Idaho,Big Sky,,17,7,72.1,67.9,4.25,,-2.85,,4.36,-2.96,1.40,62.06,55.98,6.08
132,East Carolina,AAC,,8,14,60.3,64.4,-4.14,,5.33,,-1.52,2.72,1.19,61.14,54.90,6.24
133,Wichita State,AAC,,6,12,63.4,65.9,-2.50,,3.62,,1.11,0.01,1.12,64.66,58.24,6.41
134,Long Beach State,Big West,,12,9,64.2,60.3,3.95,,-2.63,,-1.54,2.51,0.97,51.70,48.43,3.27
135,Ball State,MAC,,14,11,73.0,73.2,-0.20,,1.15,,5.78,-4.83,0.95,72.10,67.30,4.80
136,UTEP,CUSA,,17,8,69.7,64.7,5.00,,-4.16,,0.11,0.74,0.84,62.39,55.60,6.80
137,Jacksonville State,OVC,,15,9,64.4,58.5,5.92,,-5.19,,-3.35,4.08,0.72,62.91,56.00,6.91
138,Portland,WCC,,14,13,68.4,69.1,-0.70,,2.95,,3.26,-2.54,0.72,54.32,51.15,3.16
139,Cleveland State,Horizon,,14,9,64.0,60.9,3.17,,-1.34,,-1.53,2.24,0.71,59.12,55.26,3.86
140,Loyola (IL),MVC,,12,15,58.3,59.0,-0.70,,2.10,,-7.83,8.47,0.64,58.99,55.35,3.65
141,Louisiana Tech,CUSA,,14,10,64.6,60.1,4.46,,-3.88,,-2.18,2.76,0.58,55.91,50.82,5.10
142,James Madison,CAA,,14,10,70.0,68.7,1.29,,-1.06,,4.27,-4.03,0.24,70.97,66.37,4.59
143,Tennessee Tech,OVC,,15,10,67.2,62.2,4.96,,-4.84,,0.58,-0.45,0.12,70.52,64.61,5.92
144,California,Pac-12,,1,16,49.8,69.4,-19.65,,19.65,,-4.74,4.74,0.01,54.25,53.31,0.94
145,Nevada,MWC,,13,9,63.7,63.7,0.00,,0.20,,-4.30,4.25,-0.05,42.59,40.47,2.12
146,Drexel,CAA,,14,9,61.2,57.7,3.43,,-3.51,,-6.66,6.58,-0.08,67.77,63.49,4.28
147,Maine,AEC,,17,3,66.2,52.7,13.50,,-13.58,,-1.07,0.99,-0.08,72.04,68.88,3.16
148,Southern Illinois,MVC,,9,16,60.2,64.5,-4.32,,3.99,,-3.31,2.98,-0.33,67.75,65.57,2.18
149,Southeast Missouri State,OVC,,15,11,65.3,61.3,4.00,,-3.59,,-1.98,1.31,-0.67,61.02,57.40,3.63
150,Marshall,CUSA,,8,11,60.1,62.3,-2.21,,1.42,,-6.99,6.20,-0.79,56.06,52.03,4.03
151,Vanderbilt,SEC,,4,4,74.3,78.3,-4.00,,3.21,,10.77,-11.55,-0.79,67.24,62.88,4.36
152,Youngstown State,Horizon,,10,8,66.6,63.5,3.11,,-3.90,,-0.26,-0.53,-0.79,71.78,69.61,2.17
153,Boston University,Patriot,,12,3,65.6,54.1,11.47,,-12.31,,-4.59,3.76,-0.84,74.43,73.27,1.16
154,Liberty,A-Sun,,19,8,72.4,63.5,8.96,,-9.26,,0.44,-1.34,-0.90,61.14,56.49,4.65
155,Toledo,MAC,,12,12,69.3,70.5,-1.21,,0.19,,1.07,-2.09,-1.02,69.96,67.84,2.13
156,Kent State,MAC,,11,9,68.4,71.5,-3.10,,2.03,,0.93,-2.00,-1.07,70.86,69.12,1.74
157,Providence,Big East,,7,14,57.3,63.8,-6.48,,5.32,,-7.12,5.96,-1.15,62.78,62.04,0.74
158,Richmond,A-10,,13,9,63.3,61.5,1.82,,-3.01,,-1.18,-0.01,-1.19,65.32,64.09,1.23
159,Tulsa,AAC,,5,14,56.2,64.9,-8.74,,7.28,,-4.23,2.77,-1.46,59.10,57.06,2.04
160,Louisiana,Sun Belt,,16,8,62.3,58.0,4.25,,-5.87,,-4.43,2.81,-1.62,56.81,52.32,4.49
161,Mercer,Southern,,19,7,68.3,60.0,8.38,,-8.26,,0.37,-2.04,-1.66,61.37,57.97,3.40
162,Towson,CAA,,13,9,79.5,74.4,5.05,,-4.62,,10.10,-11.81,-1.71,68.50,67.78,0.72
163,Murray State,OVC,,16,11,69.8,67.6,2.19,,-3.94,,3.28,-5.03,-1.75,67.94,65.23,2.72
164,Georgetown,Big East,,2,15,50.4,62.8,-12.47,,10.62,,-12.37,10.52,-1.85,56.44,57.97,-1.53
165,Jackson State,SWAC,,18,6,68.0,60.5,7.46,,-9.35,,-2.20,0.31,-1.89,60.38,55.16,5.22
166,Cal Poly,Big West,,13,11,61.7,63.2,-1.50,,-0.47,,-3.24,1.27,-1.97,50.11,49.84,0.27
167,Elon,CAA,,7,8,63.1,63.3,-0.20,,-1.80,,-2.57,0.57,-2.00,61.46,60.51,0.95
168,Austin Peay,OVC,,12,11,63.9,60.6,3.30,,-4.91,,-5.02,2.93,-2.09,56.79,55.02,1.77
169,Stony Brook,AEC,,15,6,59.5,52.0,7.48,,-9.56,,-7.01,4.93,-2.09,66.32,65.75,0.57
170,Grand Canyon,WAC,,18,7,73.8,64.2,9.64,,-8.98,,0.89,-3.05,-2.16,50.65,48.15,2.50
171,UC Irvine,Big West,,15,9,66.2,65.0,1.25,,-3.03,,-0.85,-1.44,-2.29,45.88,46.43,-0.55
172,Samford,Southern,,14,11,68.2,63.2,5.08,,-3.52,,-0.77,-1.58,-2.35,59.46,57.91,1.54
173,Florida Atlantic,CUSA,,11,11,72.6,71.4,1.23,,-2.30,,1.73,-4.22,-2.49,55.93,54.01,1.92
174,North Carolina A&T,MEAC,,14,3,72.0,54.4,17.65,,-17.12,,-1.84,-0.66,-2.49,57.80,56.30,1.51
175,Loyola Marymount,WCC,,7,19,61.1,68.2,-7.12,,4.59,,-2.60,0.08,-2.53,50.25,51.57,-1.32
176,Marist,MAAC,,18,4,62.6,51.1,11.55,,-14.25,,-7.72,5.01,-2.71,66.50,65.73,0.77
177,Hawaii,Big West,,9,8,63.5,64.1,-0.53,,-1.66,,-2.03,-0.83,-2.86,46.29,47.93,-1.64
178,Sam Houston,Southland,,15,8,75.8,68.6,7.17,,-6.45,,4.41,-7.31,-2.90,50.31,46.25,4.05
179,Saint Mary's (CA),WCC,,7,19,62.8,71.5,-8.73,,5.61,,-0.17,-2.94,-3.12,50.31,53.41,-3.11
180,George Washington,A-10,,9,14,56.1,56.0,0.09,,-2.57,,-9.71,6.55,-3.16,57.28,57.55,-0.27
181,Northern Arizona,Big Sky,,15,14,71.2,70.1,1.07,,-4.42,,2.18,-5.53,-3.35,60.24,59.99,0.26
182,Oakland,Horizon,,12,12,69.5,73.3,-3.88,,0.47,,5.47,-8.87,-3.41,70.05,71.04,-0.99
183,San Jose State,MWC,,2,2,65.5,67.0,-1.50,,-1.94,,-1.87,-1.56,-3.44,47.13,51.74,-4.61
184,Western Michigan,MAC,,6,15,65.3,70.7,-5.38,,1.72,,-2.30,-1.36,-3.66,63.60,65.36,-1.76
185,Saint Joseph's,A-10,,7,10,60.8,62.4,-1.59,,-1.63,,-4.79,0.97,-3.81,59.83,62.52,-2.69
186,Northern Colorado,Big Sky,,14,12,64.8,63.8,0.96,,-4.79,,-4.68,0.85,-3.83,55.76,56.16,-0.40
187,Western Kentucky,CUSA,,7,16,63.9,68.8,-4.96,,1.07,,-2.85,-1.04,-3.89,56.12,56.33,-0.22
188,Air Force,MWC,,8,18,60.1,65.0,-4.85,,2.18,,-6.89,2.98,-3.91,38.21,42.63,-4.42
189,Omaha,Summit,,7,13,61.9,68.7,-6.80,,2.74,,-4.21,0.15,-4.07,59.44,62.05,-2.61
190,Eastern Illinois,OVC,,11,15,64.8,66.8,-1.92,,-2.45,,-1.71,-2.67,-4.37,65.64,67.25,-1.61
191,UT Arlington,Sun Belt,,13,7,61.1,54.1,7.00,,-9.91,,-8.89,4.36,-4.52,45.78,44.86,0.92
192,Virginia,ACC,,0,5,51.6,65.0,-13.40,,8.88,,-8.41,3.89,-4.53,56.22,58.82,-2.60
193,Cal State Bakersfield,Big West,,9,9,60.0,61.4,-1.44,,-3.19,,-6.40,1.77,-4.63,52.35,56.78,-4.43
194,Kansas City,Summit,,10,12,68.2,70.6,-2.36,,0.21,,0.23,-4.87,-4.64,58.44,61.86,-3.42
195,Southern Utah,Big Sky,,11,9,69.7,65.4,4.30,,-7.82,,-0.38,-4.39,-4.76,52.32,54.09,-1.76
196,Little Rock,Sun Belt,,15,11,58.8,57.0,1.81,,-6.58,,-8.48,3.70,-4.78,55.97,55.83,0.14
197,San Diego State,MWC,,7,17,60.0,67.8,-7.71,,2.93,,-4.55,-0.24,-4.78,,,
198,UC Santa Barbara,Big West,,7,14,66.0,70.8,-4.81,,0.02,,1.96,-6.75,-4.79,58.41,63.02,-4.61
199,Xavier,Big East,,5,10,62.8,74.2,-11.40,,6.58,,-0.23,-4.60,-4.83,62.10,65.23,-3.13
200,Akron,MAC,,7,14,67.5,73.2,-5.76,,2.80,,-1.01,-3.94,-4.95,60.17,63.15,-2.98
201,Mount St. Mary's,NEC,,17,7,71.7,61.7,10.00,,-14.98,,-0.44,-4.54,-4.98,71.89,76.28,-4.39
202,UC Riverside,Big West,,7,12,58.7,59.7,-1.05,,-2.82,,-8.90,3.69,-5.21,43.22,48.25,-5.03
203,UAB,CUSA,,10,13,69.3,69.1,0.13,,-2.85,,-0.23,-5.15,-5.38,56.04,57.90,-1.86
204,Robert Morris,Horizon,,4,13,56.6,64.6,-8.00,,2.57,,-6.37,0.94,-5.43,61.01,65.78,-4.77
205,Davidson,A-10,,8,15,62.5,66.6,-4.09,,-1.45,,-1.85,-3.69,-5.54,64.07,68.25,-4.18
206,Memphis,AAC,,4,15,60.6,69.6,-9.00,,3.45,,-2.35,-3.21,-5.55,54.69,56.83,-2.14
207,Pepperdine,WCC,,5,18,58.8,67.6,-8.83,,4.04,,-5.42,-0.31,-5.73,44.50,48.56,-4.07
208,La Salle,A-10,,11,15,64.6,66.5,-1.85,,-4.05,,-1.46,-4.44,-5.90,63.92,68.41,-4.50
209,Alabama State,SWAC,,16,4,73.4,63.6,9.80,,-15.77,,1.16,-7.13,-5.97,59.62,62.24,-2.62
210,Denver,Summit,,7,16,71.8,77.9,-6.04,,0.05,,5.97,-11.96,-5.99,64.55,69.78,-5.22
211,Northeastern,CAA,,7,13,62.1,65.0,-2.90,,-3.10,,-5.39,-0.61,-6.00,66.13,70.22,-4.09
212,Miami (OH),MAC,,4,20,65.3,74.6,-9.29,,3.16,,-1.64,-4.49,-6.13,64.21,69.15,-4.94
213,Western Illinois,Summit,,8,16,69.0,76.0,-7.00,,0.79,,1.87,-8.08,-6.21,58.74,63.40,-4.66
214,Florida International,CUSA,,15,13,73.7,72.9,0.82,,-3.34,,2.51,-9.13,-6.62,54.21,57.34,-3.13
215,Lafayette,Patriot,,5,8,60.7,64.0,-3.31,,-3.33,,-4.21,-2.43,-6.64,71.43,79.49,-8.07
216,Quinnipiac,MAAC,,13,8,63.5,58.0,5.48,,-12.61,,-4.77,-2.36,-7.13,65.36,72.37,-7.02
217,Texas State,Sun Belt,,11,11,62.8,60.1,2.64,,-9.90,,-5.83,-1.43,-7.27,55.48,58.75,-3.27
218,Fairfield,MAAC,,11,5,59.1,53.8,5.25,,-12.54,,-8.73,1.44,-7.29,67.50,73.79,-6.29
219,Southern,SWAC,,12,11,60.7,60.9,-0.22,,-7.19,,-9.17,1.76,-7.41,52.79,57.73,-4.94
220,Southern Methodist,AAC,,0,6,55.7,73.5,-17.83,,10.42,,-5.34,-2.07,-7.41,50.22,53.61,-3.39
221,North Dakota,Summit,,2,19,66.5,75.5,-9.00,,1.53,,0.04,-7.52,-7.48,59.15,65.40,-6.25
222,Utah Valley,WAC,,13,7,61.6,58.8,2.85,,-8.37,,-9.48,1.95,-7.53,49.95,54.01,-4.05
223,UC San Diego,Big West,,6,9,61.1,66.7,-5.60,,-2.43,,-3.18,-4.85,-8.03,51.67,60.97,-9.30
224,Chattanooga,Southern,,14,10,63.5,62.3,1.25,,-9.36,,-6.61,-1.50,-8.11,54.63,60.16,-5.53
225,Duquesne,A-10,,5,11,62.4,68.1,-5.69,,-2.42,,-3.21,-4.90,-8.11,63.31,71.37,-8.06
