"_id","rowId","updated","competitionId","gameId","stint","flowStint","teamId","teamMarket","conferenceId","divisionId","isExhib","inDivision","isQualified","lineupId","periodNumber","gameFlowPeriod","sStart","sEnd","cStart","cEnd","secs","scoreStart","scoreStartFixed","scoreEnd","scoreStartAgst","scoreStartAgstFixed","scoreEndAgst","ptsScored","ptsAgst","netPts","fgm","fga","fgm2","fga2","fgm3","fga3","ftm","fta","ast","stl","tov","drb","orb","fgmAgst","fgaAgst","fgm2Agst","fga2Agst","fgm3Agst","fga3Agst","ftaAgst","astAgst","tovAgst","stlAgst","drbAgst","orbAgst","cDiff","reb","rebAgst","fg2Pct","fg3Pct","ftPct","oPoss","dPoss","avgPoss","oppp","dppp","netppp","pId1","pName1","pId2","pName2","pId3","pName3","pId4","pName4","pId5","pName5","transferKeyPctile","netpppPctile","opppPctile","dpppPctile"
"69524a6227b7ea9ac110c9e4","2695943-105097-23","2025-12-21T01:32:24Z","41098","2695943","26","23","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2291259-1688590-2118064","3","3","1714","1800","01:26","00:00","86","41","41","45","44","44","47","4","3","1","1","2","0","0","1","2","1","2","1","1","2","1","2","1","1","1","1","0","0","2","1","2","1","0","0","01:26","3","0","","0.5","0.5","3.73","3.8","3.765","1.0724","0.7895","0.2829","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez","0","0.61","0.63","0.54"
"69524a6227b7ea9ac110d31b","2695943-105097-24","2025-12-21T01:32:24Z","41098","2695943","26","24","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291259-1688590-2118064","4","4","1800","1863","10:00","08:57","63","45","45","48","47","47","50","3","3","0","1","1","0","0","1","1","0","0","1","0","0","1","0","1","2","0","1","1","1","0","1","0","0","0","0","01:03","1","0","","1","","1","2","1.5","3","1.5","1.5","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6127b7ea9ac110bfcc","2695943-105097-25","2025-12-21T01:32:24Z","41098","2695943","27","25","105097","LMU (CA)","30","1","false","true","false","2138783-2291259-2291264-1688590-2118064","4","4","1863","1890","08:57","08:30","27","48","48","49","50","50","50","1","0","1","0","0","0","0","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","00:27","0","1","","","0.5","1.8","1","1.4","0.5556","0","0.5556","2138783","Jess Lawson","2291259","Allison Clarke","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6227b7ea9ac110cfb6","2695943-105097-26","2025-12-21T01:32:24Z","41098","2695943","28","26","105097","LMU (CA)","30","1","false","true","false","2138783-2270840-2291264-1688590-2118064","4","4","1890","1890","08:30","08:30","0","49","49","49","50","50","51","0","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","00:00","0","0","","","","0","0.8","0.4","","1.25","","2138783","Jess Lawson","2270840","Ivana Krajina","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6127b7ea9ac110be62","2695943-105097-27","2025-12-21T01:32:24Z","41098","2695943","29","27","105097","LMU (CA)","30","1","false","true","true","2138783-2270840-2291264-2118064-1696172","4","4","1890","1993","08:30","06:47","103","49","49","49","51","51","51","0","0","0","0","2","0","1","0","1","0","0","0","0","2","2","0","0","2","0","1","0","1","0","0","1","2","1","0","01:43","2","1","0","0","","4","3","3.5","0","0","0","2138783","Jess Lawson","2270840","Ivana Krajina","2291264","Zawadi Ogot","2118064","Maya Hernandez","1696172","Paula Reus Piza","0","0.5","0.13","1"
"69524a6127b7ea9ac110be63","2695943-105097-28","2025-12-21T01:32:24Z","41098","2695943","30","28","105097","LMU (CA)","30","1","false","true","false","2138783-2270840-2291264-2481512-1696172","4","4","1993","2049","06:47","05:51","56","49","49","49","51","51","51","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0","0","00:56","1","0","","","","1","1","1","0","0","0","2138783","Jess Lawson","2270840","Ivana Krajina","2291264","Zawadi Ogot","2481512","Kayla Jones","1696172","Paula Reus Piza","","","",""
"69524a6327b7ea9ac110d906","2695943-105097-29","2025-12-21T01:32:24Z","41098","2695943","31","29","105097","LMU (CA)","30","1","false","true","false","2138783-2270840-2291264-2118064-1696172","4","4","2049","2049","05:51","05:51","0","49","49","49","51","51","53","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","00:00","0","0","","","","0","0.8","0.4","","2.5","","2138783","Jess Lawson","2270840","Ivana Krajina","2291264","Zawadi Ogot","2118064","Maya Hernandez","1696172","Paula Reus Piza","","","",""
"69524a6327b7ea9ac110d7fe","2695943-105097-30","2025-12-21T01:32:24Z","41098","2695943","32","30","105097","LMU (CA)","30","1","false","true","false","1925105-2270840-2291264-2118064-1696172","4","4","2049","2163","05:51","03:57","114","49","49","51","53","53","57","2","4","-2","1","4","1","2","0","2","0","0","1","0","0","0","1","2","4","2","4","0","0","0","0","0","0","2","2","01:54","1","4","0.5","0","","2.93","1.86","2.395","0.6826","2.1505","-1.4679","1925105","Andjela Matic","2270840","Ivana Krajina","2291264","Zawadi Ogot","2118064","Maya Hernandez","1696172","Paula Reus Piza","","","",""
"69524a6327b7ea9ac110d7c5","2695943-105097-31","2025-12-21T01:32:24Z","41098","2695943","33","31","105097","LMU (CA)","30","1","false","true","false","1925105-2270840-2291264-1688590-2118064","4","4","2163","2193","03:57","03:27","30","51","51","51","57","57","59","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","2","0","0","0","0","0","0","0","1","00:30","0","1","","","","0","0.93","0.465","","2.1505","","1925105","Andjela Matic","2270840","Ivana Krajina","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6127b7ea9ac110bb59","2695943-105097-32","2025-12-21T01:32:24Z","41098","2695943","34","32","105097","LMU (CA)","30","1","false","true","false","1925105-2270840-2291259-1688590-2118064","4","4","2193","2207","03:27","03:13","14","51","51","52","59","59","59","1","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:14","0","0","","","0.5","0.8","0","0.4","1.25","","","1925105","Andjela Matic","2270840","Ivana Krajina","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6227b7ea9ac110d04a","2695943-105097-33","2025-12-21T01:32:24Z","41098","2695943","35","33","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2270840-1688590-2118064","4","4","2207","2386.1","03:13","00:13","179.1","52","52","60","59","59","66","8","7","1","3","4","1","1","2","3","0","0","2","1","1","2","0","2","3","2","2","0","1","4","1","1","0","1","0","02:59","2","1","1","0.6667","","5","5.6","5.3","1.6","1.25","0.35","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2118064","Maya Hernandez","0","0.64","0.87","0.29"
"69524a6227b7ea9ac110cfdf","2695943-105097-34","2025-12-21T01:32:24Z","41098","2695943","36","34","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291259-1688590-2118064","4","4","2386.1","2400","00:13","00:00","13.9","60","60","60","66","66","68","0","2","-2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","1","00:14","0","2","","0","","1","1.6","1.3","0","1.25","-1.25","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
