"_id","rowId","updated","competitionId","gameId","stint","flowStint","teamId","teamMarket","conferenceId","divisionId","isExhib","inDivision","isQualified","lineupId","periodNumber","gameFlowPeriod","sStart","sEnd","cStart","cEnd","secs","scoreStart","scoreStartFixed","scoreEnd","scoreStartAgst","scoreStartAgstFixed","scoreEndAgst","ptsScored","ptsAgst","netPts","fgm","fga","fgm2","fga2","fgm3","fga3","ftm","fta","ast","stl","tov","drb","orb","fgmAgst","fgaAgst","fgm2Agst","fga2Agst","fgm3Agst","fga3Agst","ftaAgst","astAgst","tovAgst","stlAgst","drbAgst","orbAgst","cDiff","reb","rebAgst","fg2Pct","fg3Pct","ftPct","oPoss","dPoss","avgPoss","oppp","dppp","netppp","transferKeyPctile","netpppPctile","opppPctile","dpppPctile","pId1","pName1","pId2","pName2","pId3","pName3","pId4","pName4","pId5","pName5"
"6954ef8d7acae262bb0b7afa","2750313-105097-21","2025-12-31T04:00:39Z","41098","2750313","23","21","105097","LMU (CA)","30","1","false","true","false","1925105-2270840-2291264-2481512-1696172","3","3","1658","1748.2","02:22","00:51","90.2","45","45","47","36","36","38","2","2","0","1","2","1","2","0","0","0","0","0","0","0","1","1","1","3","1","2","0","1","0","1","0","0","0","1","01:30","2","1","0.5","","","0.93","1.93","1.43","2.1505","1.0363","1.1143","","","","","1925105","Andjela Matic","2270840","Ivana Krajina","2291264","Zawadi Ogot","2481512","Kayla Jones","1696172","Paula Reus Piza"
"6954ef8d7acae262bb0b80a7","2750313-105097-22","2025-12-31T04:00:39Z","41098","2750313","24","22","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2291259-2481512-1696172","3","3","1748.2","1800","00:51","00:00","51.8","47","47","54","38","38","41","7","3","4","2","2","2","2","0","0","3","3","0","0","0","1","0","1","2","0","1","1","1","0","1","0","0","0","0","00:52","1","0","1","","1","3.2","2","2.6","2.1875","1.5","0.6875","0","0.78","0.98","0.17","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","2481512","Kayla Jones","1696172","Paula Reus Piza"
"6954ef8c7acae262bb0b664f","2750313-105097-23","2025-12-31T04:00:39Z","41098","2750313","24","23","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291259-2481512-1696172","4","4","1800","1823","10:00","09:37","23","54","54","54","41","41","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:23","0","0","","","","0","0","0","","","","","","","","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","2481512","Kayla Jones","1696172","Paula Reus Piza"
"6954ef8c7acae262bb0b6ddc","2750313-105097-24","2025-12-31T04:00:39Z","41098","2750313","25","24","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291259-2118064-1696172","4","4","1823","1851","09:37","09:09","28","54","54","55","41","41","41","1","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","00:28","0","2","","","0.5","0.8","-0.07","0.365","1.25","0","1.25","","","","","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","2118064","Maya Hernandez","1696172","Paula Reus Piza"
"6954ef8d7acae262bb0b85e5","2750313-105097-25","2025-12-31T04:00:39Z","41098","2750313","26","25","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291259-1688590-2118064","4","4","1851","1884","09:09","08:36","33","55","55","55","41","41","43","0","2","-2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","1","2","0","0","0","1","0","1","0","1","00:33","0","1","","","","1","0.93","0.965","0","2.1505","-2.1505","","","","","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez"
"6954ef8d7acae262bb0b8108","2750313-105097-26","2025-12-31T04:00:39Z","41098","2750313","27","26","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2291264-1688590-2118064","4","4","1884","1982","08:36","06:58","98","55","55","57","43","43","49","2","6","-4","1","2","1","2","0","0","0","0","1","0","1","1","0","3","6","3","4","0","2","0","2","0","0","1","2","01:38","1","3","0.5","","","3","3.86","3.43","0.6667","1.5544","-0.8877","0","0.15","0.34","0.14","2138783","Jess Lawson","1925105","Andjela Matic","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez"
"6954ef8d7acae262bb0b7e8f","2750313-105097-27","2025-12-31T04:00:39Z","41098","2750313","28","27","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2270840-1688590-2118064","4","4","1982","2174","06:58","03:46","192","57","57","61","49","49","53","4","4","0","2","5","2","4","0","1","0","0","0","0","0","1","1","2","3","2","3","0","0","0","0","0","0","2","0","03:12","2","2","0.5","0","","3.93","3","3.465","1.0178","1.3333","-0.3155","0","0.34","0.58","0.24","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2118064","Maya Hernandez"
"6954ef8d7acae262bb0b8362","2750313-105097-28","2025-12-31T04:00:39Z","41098","2750313","29","28","105097","LMU (CA)","30","1","false","true","false","1925105-2270840-2291264-1688590-2118064","4","4","2174","2176","03:46","03:44","2","61","61","61","53","53","55","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","00:02","0","0","","","","0","1","0.5","","2","","","","","","1925105","Andjela Matic","2270840","Ivana Krajina","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez"
"6954ef8d7acae262bb0b7e03","2750313-105097-29","2025-12-31T04:00:39Z","41098","2750313","30","29","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2270840-1688590-2118064","4","4","2176","2286","03:44","01:54","110","61","61","63","55","55","58","2","3","-1","1","1","1","1","0","0","0","0","0","0","1","1","0","1","3","1","3","0","0","1","0","0","1","0","1","01:50","1","1","1","","","2","2.33","2.165","1","1.2876","-0.2876","","","","","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2118064","Maya Hernandez"
"6954ef8c7acae262bb0b70a6","2750313-105097-30","2025-12-31T04:00:39Z","41098","2750313","31","30","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2270840-2118064-1696172","4","4","2286","2354.1","01:54","00:45","68.1","63","63","65","58","58","58","2","0","2","0","2","0","2","0","0","2","2","0","0","0","1","2","0","1","0","1","0","0","0","0","0","0","0","0","01:08","3","0","0","","1","0.66","1","0.83","3.0303","0","3.0303","","","","","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","2118064","Maya Hernandez","1696172","Paula Reus Piza"
"6954ef8c7acae262bb0b665c","2750313-105097-31","2025-12-31T04:00:39Z","41098","2750313","32","31","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2270840-1688590-2118064","4","4","2354.1","2357.4","00:45","00:42","3.3","65","65","65","58","58","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:03","0","0","","","","0","0","0","","","","","","","","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2118064","Maya Hernandez"
"6954ef8c7acae262bb0b7052","2750313-105097-32","2025-12-31T04:00:39Z","41098","2750313","33","32","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2270840-2118064-1696172","4","4","2357.4","2400","00:42","00:00","42.6","65","65","67","58","58","58","2","0","2","0","1","0","1","0","0","2","2","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","00:43","2","0","0","","1","0.73","0.8","0.765","2.7397","0","2.7397","","","","","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","2118064","Maya Hernandez","1696172","Paula Reus Piza"
